severity,confidence,category,table_name,field_name,league_id,league_name,season,description,count,denominator,rate_pct,vs_benchmark_delta_pct,vs_prev_season_delta_pct,representative_ids,downstream_risk,likely_cause,recommendation
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2021/2022,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.1052%;唯一球员占比=7.9932%(47/588)。其中首发=0;有实际出场分钟数据=0",134,12125,1.1052,,,667789;1254245;1072117;1193350;951906;1287754;399549;1183141;1285760;1280832,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2022/2023,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.1012%;唯一球员占比=7.4576%(44/590)。其中首发=0;有实际出场分钟数据=0",134,12169,1.1012,,,1173789;1388931;1185896;934742;767790;1000523;1387402;1211850;1388015;980236,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2022/2023,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.1012%;唯一球员占比=7.4576%(44/590)。其中首发=0;有实际出场分钟数据=0",134,12169,1.1012,,,1173789;1388931;1185896;934742;767790;1000523;1387402;1211850;1388015;980236,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2023/2024,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.6458%;唯一球员占比=7.9086%(45/569)。其中首发=0;有实际出场分钟数据=0",200,12152,1.6458,,,1518139;1529147;450972;951909;212886;1478098;1074000;1257826;1286191;1269404,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2023/2024,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.654%;唯一球员占比=8.0844%(46/569)。其中首发=0;有实际出场分钟数据=0",201,12152,1.654,,,1518139;1529147;450972;951909;212886;1478098;1074000;1257826;1286191;1269404,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2024/2025,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.6383%;唯一球员占比=9.1549%(52/568)。其中首发=0;有实际出场分钟数据=0",200,12208,1.6383,,,1256465;1672546;556503;1185896;1674725;212886;1635701;1586556;276769;1688526,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2024/2025,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.6383%;唯一球员占比=9.1549%(52/568)。其中首发=0;有实际出场分钟数据=0",200,12208,1.6383,,,1256465;1672546;556503;1185896;1674725;212886;1635701;1586556;276769;1688526,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2025/2026,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.2686%;唯一球员占比=9.215%(54/586)。其中首发=0;有实际出场分钟数据=0",155,12218,1.2686,,,1646518;1761869;276769;1646628;1512863;1635701;1585605;1479921;1807485;1807238,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,54,Bundesliga,2025/2026,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.2686%;唯一球员占比=9.215%(54/586)。其中首发=0;有实际出场分钟数据=0",155,12218,1.2686,,,1646518;1761869;276769;1646628;1512863;1635701;1585605;1479921;1807485;1807238,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2020/2021,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.2872%;唯一球员占比=16.558%(127/767)。其中首发=0;有实际出场分钟数据=0",561,17066,3.2872,,,5226;936020;571454;27560;937502;1069645;39213;282114;265944;180465,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2020/2021,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.2931%;唯一球员占比=16.6884%(128/767)。其中首发=0;有实际出场分钟数据=0",562,17066,3.2931,,,5226;936020;571454;27560;937502;1069645;39213;282114;265944;180465,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2021/2022,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=2.7888%;唯一球员占比=14.6184%(113/773)。其中首发=0;有实际出场分钟数据=0",472,16925,2.7888,,,1137415;1134094;299879;652910;165971;488525;1025386;532226;1037813;783635,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2021/2022,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=2.7888%;唯一球员占比=14.6184%(113/773)。其中首发=0;有实际出场分钟数据=0",472,16925,2.7888,,,1137415;1134094;299879;652910;165971;488525;1025386;532226;1037813;783635,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2022/2023,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.1944%;唯一球员占比=12.3119%(90/731)。其中首发=0;有实际出场分钟数据=0",571,17875,3.1944,,,965023;1212458;1211242;1146636;1108605;1395735;652910;1300388;1396052;1036214,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2022/2023,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.1944%;唯一球员占比=12.3119%(90/731)。其中首发=0;有实际出场分钟数据=0",571,17875,3.1944,,,965023;1212458;1211242;1146636;1108605;1395735;652910;1300388;1396052;1036214,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2023/2024,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=4.1827%;唯一球员占比=15.405%(116/753)。其中首发=0;有实际出场分钟数据=0",740,17692,4.1827,,,1396086;1402457;1485378;1434430;1529149;1526215;1167725;1289655;1526214;178488,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2023/2024,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=4.1827%;唯一球员占比=15.405%(116/753)。其中首发=0;有实际出场分钟数据=0",740,17692,4.1827,,,1396086;1402457;1485378;1434430;1529149;1526215;1167725;1289655;1526214;178488,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2024/2025,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=4.1099%;唯一球员占比=15.1832%(116/764)。其中首发=0;有实际出场分钟数据=0",727,17689,4.1099,,,1343910;1366620;1434461;1663295;1070701;1396086;1669645;1589694;1384360;1393515,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2024/2025,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=4.1099%;唯一球员占比=15.1832%(116/764)。其中首发=0;有实际出场分钟数据=0",727,17689,4.1099,,,1343910;1366620;1434461;1663295;1070701;1396086;1669645;1589694;1384360;1393515,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2025/2026,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=4.4564%;唯一球员占比=18.3938%(142/772)。其中首发=0;有实际出场分钟数据=0",792,17772,4.4564,,,1795392;1705698;1453340;1434461;1604177;1784179;1800906;111741;1203946;1515132,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,55,SerieA,2025/2026,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=4.4564%;唯一球员占比=18.3938%(142/772)。其中首发=0;有实际出场分钟数据=0",792,17772,4.4564,,,1795392;1705698;1453340;1434461;1604177;1784179;1800906;111741;1203946;1515132,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2021/2022,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.6764%;唯一球员占比=11.5127%(86/747)。其中首发=0;有实际出场分钟数据=0",281,16762,1.6764,,,1080241;1199762;1287803;1004912;1159566;1287836;1119163;1161042;1210310;957199,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2021/2022,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=1.6764%;唯一球员占比=11.5127%(86/747)。其中首发=0;有实际出场分钟数据=0",281,16762,1.6764,,,1080241;1199762;1287803;1004912;1159566;1287836;1119163;1161042;1210310;957199,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2022/2023,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.1394%;唯一球员占比=10.6592%(76/713)。其中首发=0;有实际出场分钟数据=0",525,16723,3.1394,,,1226757;1101270;1395701;1169373;957199;1329320;924901;1169369;882408;1396070,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2022/2023,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.1394%;唯一球员占比=10.6592%(76/713)。其中首发=0;有实际出场分钟数据=0",525,16723,3.1394,,,1226757;1101270;1395701;1169373;957199;1329320;924901;1169369;882408;1396070,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2023/2024,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=2.9008%;唯一球员占比=11.326%(82/724)。其中首发=0;有实际出场分钟数据=0",484,16685,2.9008,,,1526176;1282447;957199;1197048;1407076;873867;1308413;1435324;1169369;1526855,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2023/2024,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=2.9008%;唯一球员占比=11.326%(82/724)。其中首发=0;有实际出场分钟数据=0",484,16685,2.9008,,,1526176;1282447;957199;1197048;1407076;873867;1308413;1435324;1169369;1526855,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2024/2025,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=2.9645%;唯一球员占比=13.8399%(102/737)。其中首发=0;有实际出场分钟数据=0",502,16934,2.9645,,,1669214;1425770;1669215;1178641;1324100;1110836;1329320;1573556;1668167;1101270,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2024/2025,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=2.9645%;唯一球员占比=13.8399%(102/737)。其中首发=0;有实际出场分钟数据=0",502,16934,2.9645,,,1669214;1425770;1669215;1178641;1324100;1110836;1329320;1573556;1668167;1101270,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2025/2026,"[core] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.6539%;唯一球员占比=16.1549%(121/749)。其中首发=0;有实际出场分钟数据=0",619,16941,3.6539,,,1800609;1648656;1800613;1596411;1203891;1793858;1178641;1553700;1794403;1559812,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,HIGH,fact.orphan_player_id,fact_match_lineup,Player_ID,87,LaLiga,2025/2026,"[verify] fact_match_lineup 存在无法连接 dim_player 的孤儿 Player_ID(源数据既有缺陷,非本轮合并引入)。行占比=3.6539%;唯一球员占比=16.1549%(121/749)。其中首发=0;有实际出场分钟数据=0",619,16941,3.6539,,,1800609;1648656;1800613;1596411;1203891;1793858;1178641;1553700;1794403;1559812,"球员名无法展示;若做球员级聚合会丢失这些球员的贡献(本分区经核实全部为未实际出场的替补名单,建模影响可忽略)",dim_player 落库时机早于/漏于 fact 表,"补写缺失的 dim_player 行(需要来源真实姓名,不得编造)"
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,47,EPL,2023/2024,[core] 每队队长数量≠1,3,760,0.3947,,,4193450/8456;4193458/8455;4193472/9879,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,53,Ligue1,2020/2021,[core] 每队队长数量≠1,1,760,0.1316,,,3361615/9847,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,53,Ligue1,2022/2023,[core] 每队队长数量≠1,1,760,0.1316,,,3904459/10242,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,53,Ligue1,2023/2024,[core] 每队队长数量≠1,2,612,0.3268,,,4219297/9748;4219309/9748,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,54,Bundesliga,2020/2021,[core] 每队队长数量≠1,2,612,0.3268,,,3399304/8177;3399304/8226,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,54,Bundesliga,2021/2022,[core] 每队队长数量≠1,1,612,0.1634,,,3624624/9789,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,54,Bundesliga,2023/2024,[core] 每队队长数量≠1,1,612,0.1634,,,4221790/9810,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,54,Bundesliga,2024/2025,[core] 每队队长数量≠1,1,612,0.1634,,,4534615/9810,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,54,Bundesliga,2025/2026,[core] 每队队长数量≠1,2,612,0.3268,,,4829471/9788;4829471/9790,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,55,SerieA,2020/2021,[core] 每队队长数量≠1,2,760,0.2632,,,3429117/8524;3429117/9857,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,55,SerieA,2021/2022,[core] 每队队长数量≠1,2,760,0.2632,,,3657311/8543;3657311/8600,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,55,SerieA,2025/2026,[core] 每队队长数量≠1,1,760,0.1316,,,4803377/9888,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,87,LaLiga,2023/2024,[core] 每队队长数量≠1,5,760,0.6579,,,4205383/8315;4205473/9906;4205496/8305;4205538/8385;4205538/10267,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,lineup.captain_count_not_one,fact_match_lineup,is_captain,87,LaLiga,2025/2026,[core] 每队队长数量≠1,1,760,0.1316,,,4837486/8315,队长类特征不可靠(如有臂章转移未捕获),来源缺失或临场换人后队长转移未同步,抽样核对
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,47,EPL,2020/2021,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=24.0 p99=39.0",2,380,0.5263,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,47,EPL,2021/2022,"[core] 每场射门数极端(<3 或 >40),p1=15.0 p50=26.0 p99=39.0",1,380,0.2632,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,47,EPL,2022/2023,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=25.0 p99=42.0",4,380,1.0526,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,47,EPL,2023/2024,"[core] 每场射门数极端(<3 或 >40),p1=15.0 p50=27.0 p99=45.0",10,380,2.6316,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,47,EPL,2024/2025,"[core] 每场射门数极端(<3 或 >40),p1=15.0 p50=26.0 p99=43.0",5,380,1.3158,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,47,EPL,2025/2026,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=25.0 p99=39.0",1,380,0.2632,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,53,Ligue1,2020/2021,"[core] 每场射门数极端(<3 或 >40),p1=11.0 p50=23.0 p99=37.0",1,379,0.2639,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,53,Ligue1,2022/2023,"[core] 每场射门数极端(<3 或 >40),p1=13.0 p50=24.0 p99=39.0",3,380,0.7895,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,53,Ligue1,2023/2024,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=25.0 p99=39.0",2,305,0.6557,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,53,Ligue1,2024/2025,"[core] 每场射门数极端(<3 或 >40),p1=14.0 p50=25.0 p99=38.0",1,306,0.3268,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,53,Ligue1,2025/2026,"[core] 每场射门数极端(<3 或 >40),p1=11.0 p50=25.0 p99=42.0",4,306,1.3072,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
LOW,MEDIUM,shotmap.per_match_extreme,fact_shotmap,shots_per_match,54,Bundesliga,2020/2021,"[core] 每场射门数极端(<3 或 >40),p1=12.0 p50=24.0 p99=39.0",2,306,0.6536,,,,极端场次若为解析截断会低估/高估射门类特征,可能是真实比赛(少射门/加时点球大战多射门)或解析截断,抽样人工核对极端场次
